gamma,N,N_low,N_high,beta_low_2sls,beta_high_2sls,SSR_2SLS,rank_X,rank_Z,rank_XPZX,condition_number_XPZX,warning_flag,warning_note,is_gamma_hat
0.9478157109868292,3188,347,2841,0.12270329661544208,0.09899020059229674,45937.44245621535,7,7,7,182854.16912208844,FALSE,,FALSE
0.9535779403149253,3188,353,2835,0.12040771169445807,0.09943892390317492,45936.576426476735,7,7,7,182904.0667659179,FALSE,,FALSE
0.9671310340756376,3188,355,2833,0.11911356605097741,0.09971385142230214,45950.63235607976,7,7,7,182894.96596963698,FALSE,,FALSE
0.9693877551020408,3188,357,2831,0.11888661507341687,0.09976397124693039,45950.63629378535,7,7,7,182883.67757072637,FALSE,,FALSE
0.969682064123776,3188,359,2829,0.11822696752003413,0.09990410075503404,45951.08004090036,7,7,7,182885.62480175393,FALSE,,FALSE
0.9717695664298076,3188,413,2775,0.11420576178184078,0.10035951299881474,45941.37762636042,7,7,7,183060.7928934111,FALSE,,FALSE
0.9881194944841533,3188,464,2724,0.10782627241600326,0.10177441213576027,45976.75637249072,7,7,7,183055.47462666055,FALSE,,FALSE
1.002709606891408,3188,534,2654,0.10589331065198394,0.10224024016240231,45972.57909813807,7,7,7,182923.96891643794,FALSE,,FALSE
1.0047846889952154,3188,537,2651,0.10537191980617763,0.10245695073128838,45984.09228281087,7,7,7,182883.17286661602,FALSE,,FALSE
1.0059066098828928,3188,542,2646,0.10325753358218434,0.10334736650416744,46029.02409570577,7,7,7,182875.82404241955,FALSE,,FALSE
1.0061055954951834,3188,550,2638,0.10119407201950331,0.10426878939129096,46078.25126537196,7,7,7,182973.84897278264,FALSE,,FALSE
1.0130020360098193,3188,611,2577,0.10393641914057435,0.10302689742746322,46013.049710179235,7,7,7,182859.52322023327,FALSE,,FALSE
1.020533066128087,3188,684,2504,0.11681575438673909,0.09516062315785358,45691.39668909882,7,7,7,183457.9237797787,FALSE,,FALSE
1.0282947473008386,3188,691,2497,0.11753663484009484,0.09459895177986995,45680.642618172285,7,7,7,183490.2539706328,FALSE,,FALSE
1.032312925170068,3188,692,2496,0.11758071316505664,0.09456697705210969,45678.87340810834,7,7,7,183492.125108389,FALSE,,FALSE
1.0380060250036154,3188,793,2395,0.12045404562121192,0.0908767457867139,45607.5815177232,7,7,7,183728.98508614162,FALSE,,FALSE
1.0522298977933353,3188,856,2332,0.1179297644160128,0.09111010337927669,45678.27442695993,7,7,7,184199.36522726537,FALSE,,FALSE
1.0623909727995553,3188,861,2327,0.11830531207186329,0.0907600076427578,45662.847075541795,7,7,7,184123.92304676588,FALSE,,FALSE
1.0650428339903726,3188,902,2286,0.1180318118370284,0.08997500166902628,45619.350468078796,7,7,7,183867.43315340352,FALSE,,FALSE
1.0688331080463789,3188,923,2265,0.11817909106688405,0.0894834874802747,45691.20214517451,7,7,7,184662.3673901058,FALSE,,FALSE
1.0692867311059833,3188,939,2249,0.11840959132639985,0.08882228980899197,45746.839704150174,7,7,7,184671.32608752523,FALSE,,FALSE
1.1055629749860185,3188,946,2242,0.11821662404436675,0.08898116492483565,45749.94301808639,7,7,7,184665.97855940872,FALSE,,FALSE
